date,day_of_week,activation_id,restaurant_name,location_name,activation_description,minimum_spend_threshold,reward_amount,activation_start,activation_end,unique_users_count,unique_users_count_REDEEMED,total_tpv,median_check,tpv_vs_baseline,median_check_vs_baseline,marketing_spend,remaining_group_budget,new_users_count,returning_users_count,new_user_percentage,notes
2025-10-29,Wednesday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-30,Thursday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,2,1,125.51,62.76,,,25.0,0.0,2,0,100.0,
2025-10-31,Friday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,1,1,73.15,73.15,,,25.0,0.0,1,0,100.0,
2025-11-03,Monday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,1,1,84.78,84.78,,,25.0,0.0,1,0,100.0,
2025-11-04,Tuesday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-05,Wednesday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,1,1,90.28,90.28,,,25.0,0.0,1,0,100.0,
2025-11-06,Thursday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,3,2,181.6,53.96,,,50.0,0.0,3,0,100.0,
2025-11-07,Friday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-10,Monday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-11,Tuesday,"24,652, 24,651, 24,650, 24,649, 24,648, 24,647, 24,646, 24,645, 24,644, 24,643, 24,642, 24,641",Carta,West Village,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-10-27 16:00:00,2025-11-11 19:00:00,1,1,134.9,67.45,,,25.0,0.0,1,0,100.0,
2025-11-15,Saturday,"25,896, 25,895",Chinta Thai,Greenpoint,"Spend $100 with Blackbird Pay, get $25 in $FLY back",100.0,25.0,2025-11-15 12:00:00,2025-11-16 22:00:00,2,0,92.97,21.33,-20.84,-12.54,0.0,4950.0,0,2,0.0,
2025-11-16,Sunday,"25,896, 25,895",Chinta Thai,Greenpoint,"Spend $100 with Blackbird Pay, get $25 in $FLY back",100.0,25.0,2025-11-15 12:00:00,2025-11-16 22:00:00,6,2,493.07,18.62,,,50.0,4950.0,1,5,16.67,
2025-10-28,Tuesday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-29,Wednesday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-30,Thursday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,1,1,31.23,31.23,,,10.0,0.0,1,0,100.0,
2025-10-31,Friday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-01,Saturday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-02,Sunday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,1,1,47.67,23.83,,,10.0,0.0,1,0,100.0,
2025-11-03,Monday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-04,Tuesday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-05,Wednesday,"25,563, 25,562, 25,561, 25,560, 25,559, 25,558, 25,557, 25,556, 25,555",CyBelle's Front Room,Inner Sunset,Spend $20+ Get $10 in $Flyback!,20.0,10.0,2025-10-28 09:00:00,2025-11-05 20:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-01,Saturday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,2,1,71.85,3.26,620.66,-67.3,25.0,4950.0,2,0,100.0,
2025-11-02,Sunday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-03,Monday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-04,Tuesday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-05,Wednesday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-06,Thursday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-07,Friday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-08,Saturday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-09,Sunday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-10,Monday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-11,Tuesday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,3,0,93.54,30.47,,,0.0,4950.0,1,2,33.33,
2025-11-12,Wednesday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-13,Thursday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-14,Friday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-15,Saturday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,0,0,0.0,,,,0.0,4950.0,0,0,,No transactions during activation period
2025-11-16,Sunday,"25,615, 25,614, 25,613, 25,612, 25,611, 25,610, 25,608, 25,607, 25,606, 25,605, 25,604, 25,603, 25,601, 25,600",Dada,Ridgewood,"Spend $50 with Blackbird Pay, get $25 in $FLY back",50.0,25.0,2025-11-01 10:00:00,2025-11-17 00:00:00,1,1,52.26,52.26,,,25.0,4950.0,1,0,100.0,
2025-10-28,Tuesday,"23,274, 23,269",Dalila's,Cannonborough Elliotborough,"Spend $45 with Blackbird Pay, get $10 in $FLY back",45.0,10.0,2025-10-28 17:00:00,2025-10-31 19:00:00,1,0,11.16,11.16,,,0.0,4970.0,0,1,0.0,
2025-10-31,Friday,"23,274, 23,269",Dalila's,Cannonborough Elliotborough,"Spend $45 with Blackbird Pay, get $10 in $FLY back",45.0,10.0,2025-10-28 17:00:00,2025-10-31 19:00:00,0,0,0.0,,,,0.0,4970.0,0,0,,No transactions during activation period
2025-10-29,Wednesday,"22,566",Dashi,Park Circle,"Spend $45 with Blackbird Pay, get $15 in $FLY back",45.0,15.0,2025-10-29 14:00:00,2025-10-29 18:00:00,10,2,296.95,25.65,,,30.0,4955.0,1,9,10.0,
2025-11-04,Tuesday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-05,Wednesday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-06,Thursday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-07,Friday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-08,Saturday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-09,Sunday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-10,Monday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-11,Tuesday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-12,Wednesday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-13,Thursday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-14,Friday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-15,Saturday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-16,Sunday,"25,874, 25,873, 25,872, 25,871, 25,870, 25,829, 25,828, 25,827, 25,826, 25,825, 25,824, 25,823, 25,822",Eats,Inner Richmond,"Spend $25, Get a buttermilk biscuit on us!",25.0,0.0,2025-11-04 09:00:00,2025-11-16 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-27,Monday,"25,224, 25,223, 25,222, 25,221, 25,220",Eats,Inner Richmond,Spend $50+ Get a french toast on us!,50.0,0.0,2025-10-27 08:00:00,2025-10-31 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-28,Tuesday,"25,224, 25,223, 25,222, 25,221, 25,220",Eats,Inner Richmond,Spend $50+ Get a french toast on us!,50.0,0.0,2025-10-27 08:00:00,2025-10-31 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-29,Wednesday,"25,224, 25,223, 25,222, 25,221, 25,220",Eats,Inner Richmond,Spend $50+ Get a french toast on us!,50.0,0.0,2025-10-27 08:00:00,2025-10-31 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-30,Thursday,"25,224, 25,223, 25,222, 25,221, 25,220",Eats,Inner Richmond,Spend $50+ Get a french toast on us!,50.0,0.0,2025-10-27 08:00:00,2025-10-31 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-10-31,Friday,"25,224, 25,223, 25,222, 25,221, 25,220",Eats,Inner Richmond,Spend $50+ Get a french toast on us!,50.0,0.0,2025-10-27 08:00:00,2025-10-31 14:00:00,0,0,0.0,,,,0.0,0.0,0,0,,No transactions during activation period
2025-11-03,Monday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,3,3,220.95,41.31,,,30.0,2430.0,3,0,100.0,
2025-11-04,Tuesday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-05,Wednesday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,1,0,21.83,21.83,,,0.0,2430.0,1,0,100.0,
2025-11-06,Thursday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-10,Monday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,1,1,27.89,27.89,,,10.0,2430.0,1,0,100.0,
2025-11-11,Tuesday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-12,Wednesday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,1,1,118.88,118.88,,,10.0,2430.0,1,0,100.0,
2025-11-13,Thursday,"25,701, 25,700, 25,699, 25,698, 25,697, 25,696, 25,695, 25,694",Friend of a Farmer,Gramercy,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-03,Monday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-04,Tuesday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,2,1,124.47,30.5,,,10.0,2430.0,2,0,100.0,
2025-11-05,Wednesday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-06,Thursday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-10,Monday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-11-11,Tuesday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,1,0,19.93,19.93,,,0.0,2430.0,0,1,0.0,
2025-11-12,Wednesday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,1,1,58.46,58.46,,,10.0,2430.0,1,0,100.0,
2025-11-13,Thursday,"25,725, 25,724, 25,723, 25,722, 25,721, 25,720, 25,719, 25,718",Friend of a Farmer,Upper West Side,"Spend $25 with Blackbird Pay, get $10 in $FLY back (Happy Hour Only)",25.0,10.0,2025-11-03 16:00:00,2025-11-13 18:00:00,0,0,0.0,,,,0.0,2430.0,0,0,,No transactions during activation period
2025-10-30,Thursday,"24,672, 24,671, 24,670",Holy City Brewing,Park Circle - Charleston,"Spend $35 with Blackbird Pay, get $15 in $FLY back",35.0,15.0,2025-10-30 13:00:00,2025-11-13 17:00:00,8,6,459.45,33.5,266.03,-66.72,90.0,2260.0,3,5,37.5,
2025-11-06,Thursday,"24,672, 24,671, 24,670",Holy City Brewing,Park Circle - Charleston,"Spend $35 with Blackbird Pay, get $15 in $FLY back",35.0,15.0,2025-10-30 13:00:00,2025-11-13 17:00:00,1,0,8.35,4.18,,,0.0,2260.0,0,1,0.0,
2025-11-13,Thursday,"24,672, 24,671, 24,670",Holy City Brewing,Park Circle - Charleston,"Spend $35 with Blackbird Pay, get $15 in $FLY back",35.0,15.0,2025-10-30 13:00:00,2025-11-13 17:00:00,9,6,324.24,38.63,,,90.0,2260.0,1,8,11.11,
2025-11-03,Monday,"25,504, 25,503, 25,502, 25,501, 25,500, 25,499, 25,498, 25,497, 25,496, 25,495",Huriyali,Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",20.0,5.0,2025-11-03 15:00:00,2025-11-14 18:00:00,3,2,69.6,14.87,13.06,21.74,10.0,4725.0,2,1,66.67,
2025-11-04,Tuesday,"25,504, 25,503, 25,502, 25,501, 25,500, 25,499, 25,498, 25,497, 25,496, 25,495",Huriyali,Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",20.0,5.0,2025-11-03 15:00:00,2025-11-14 18:00:00,1,1,28.3,14.15,,,5.0,4725.0,0,1,0.0,
2025-11-05,Wednesday,"25,504, 25,503, 25,502, 25,501, 25,500, 25,499, 25,498, 25,497, 25,496, 25,495",Huriyali,Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",20.0,5.0,2025-11-03 15:00:00,2025-11-14 18:00:00,4,2,94.01,13.04,,,10.0,4725.0,0,4,0.0,
2025-11-06,Thursday,"25,504, 25,503, 25,502, 25,501, 25,500, 25,499, 25,498, 25,497, 25,496, 25,495",Huriyali,Downtown,"Spend $20 with Blackbird Pay, get $5 in $FLY back",20.0,5.0,2025-11-03 15:00:00,2025-11-14 18:00:00,5,0,62.48,10.53,,,0.0,4725.0,1,4,20.0,
